time;Parameter;AverageValue;Layer
2010-01-12 17:30:00;Ammoniak+ammonium-N;170.0;Bottom
2010-01-12 17:30:00;Ammoniak+ammonium-N;170.0;Surface
2010-01-12 17:30:00;Klorofyl a;1.8;Bottom
2010-01-12 17:30:00;Klorofyl a;1.4;Surface
2010-01-12 17:30:00;Nitrit+nitrat-N;530.0;Bottom
2010-01-12 17:30:00;Nitrit+nitrat-N;580.0;Surface
2010-01-12 17:30:00;Nitrogen,total N;949.2281617;Bottom
2010-01-12 17:30:00;Nitrogen,total N;984.793177;Surface
2010-01-12 17:30:00;Ortho-phosphat-P;27.0;Bottom
2010-01-12 17:30:00;Ortho-phosphat-P;27.0;Surface
2010-01-12 17:30:00;Phosphor, total-P;52.0;Bottom
2010-01-12 17:30:00;Phosphor, total-P;44.0;Surface
2010-02-09 12:36:00;Ammoniak+ammonium-N;180.0;Bottom
2010-02-09 12:36:00;Ammoniak+ammonium-N;220.0;Surface
2010-02-09 12:36:00;Klorofyl a;0.3;Bottom
2010-02-09 12:36:00;Klorofyl a;1.4;Surface
2010-02-09 12:36:00;Nitrit+nitrat-N;520.0;Bottom
2010-02-09 12:36:00;Nitrit+nitrat-N;680.0;Surface
2010-02-09 12:36:00;Nitrogen,total N;909.7862328;Bottom
2010-02-09 12:36:00;Nitrogen,total N;1152.652459;Surface
2010-02-09 12:36:00;Ortho-phosphat-P;36.0;Bottom
2010-02-09 12:36:00;Ortho-phosphat-P;28.0;Surface
2010-02-09 12:36:00;Phosphor, total-P;50.0;Bottom
2010-02-09 12:36:00;Phosphor, total-P;43.0;Surface
2010-03-04 12:00:00;Ammoniak+ammonium-N;240.0;Bottom
2010-03-04 12:00:00;Ammoniak+ammonium-N;350.0;Surface
2010-03-04 12:00:00;Klorofyl a;0.3;Bottom
2010-03-04 12:00:00;Klorofyl a;1.5;Surface
2010-03-04 12:00:00;Nitrit+nitrat-N;520.0;Bottom
2010-03-04 12:00:00;Nitrit+nitrat-N;740.0;Surface
2010-03-04 12:00:00;Nitrogen,total N;941.586234;Bottom
2010-03-04 12:00:00;Nitrogen,total N;1217.815292;Surface
2010-03-04 12:00:00;Ortho-phosphat-P;44.0;Bottom
2010-03-04 12:00:00;Ortho-phosphat-P;35.0;Surface
2010-03-04 12:00:00;Phosphor, total-P;63.0;Bottom
2010-03-04 12:00:00;Phosphor, total-P;76.0;Surface
2010-03-09 10:11:00;Ammoniak+ammonium-N;250.0;Bottom
2010-03-09 10:11:00;Ammoniak+ammonium-N;430.0;Surface
2010-03-09 10:11:00;Klorofyl a;0.3;Bottom
2010-03-09 10:11:00;Klorofyl a;0.7;Surface
2010-03-09 10:11:00;Nitrit+nitrat-N;470.0;Bottom
2010-03-09 10:11:00;Nitrit+nitrat-N;820.0;Surface
2010-03-09 10:11:00;Nitrogen,total N;954.9939499;Bottom
2010-03-09 10:11:00;Nitrogen,total N;1417.48289;Surface
2010-03-09 10:11:00;Ortho-phosphat-P;47.0;Bottom
2010-03-09 10:11:00;Ortho-phosphat-P;36.0;Surface
2010-03-09 10:11:00;Oxygen indhold;4.8;Bottom
2010-03-09 10:11:00;Oxygen indhold;8.7;Surface
2010-03-09 10:11:00;Phosphor, total-P;62.0;Bottom
2010-03-09 10:11:00;Phosphor, total-P;60.0;Surface
2010-03-16 09:55:00;Ammoniak+ammonium-N;270.0;Bottom
2010-03-16 09:55:00;Ammoniak+ammonium-N;700.0;Surface
2010-03-16 09:55:00;Klorofyl a;0.5;Bottom
2010-03-16 09:55:00;Klorofyl a;3.5;Surface
2010-03-16 09:55:00;Nitrit+nitrat-N;500.0;Bottom
2010-03-16 09:55:00;Nitrit+nitrat-N;780.0;Surface
2010-03-16 09:55:00;Nitrogen,total N;967.4736689;Bottom
2010-03-16 09:55:00;Nitrogen,total N;1747.213256;Surface
2010-03-16 09:55:00;Ortho-phosphat-P;50.0;Bottom
2010-03-16 09:55:00;Ortho-phosphat-P;44.0;Surface
2010-03-16 09:55:00;Oxygen indhold;4.2;Bottom
2010-03-16 09:55:00;Oxygen indhold;5.6;Surface
2010-03-16 09:55:00;Phosphor, total-P;67.0;Bottom
2010-03-16 09:55:00;Phosphor, total-P;84.0;Surface
2010-03-29 09:32:00;Ammoniak+ammonium-N;210.0;Bottom
2010-03-29 09:32:00;Ammoniak+ammonium-N;250.0;Surface
2010-03-29 09:32:00;Klorofyl a;16.0;Bottom
2010-03-29 09:32:00;Klorofyl a;42.0;Surface
2010-03-29 09:32:00;Nitrit+nitrat-N;460.0;Bottom
2010-03-29 09:32:00;Nitrit+nitrat-N;430.0;Surface
2010-03-29 09:32:00;Nitrogen,total N;880.4146706;Bottom
2010-03-29 09:32:00;Nitrogen,total N;970.4663259;Surface
2010-03-29 09:32:00;Ortho-phosphat-P;27.0;Bottom
2010-03-29 09:32:00;Ortho-phosphat-P;7.2;Surface
2010-03-29 09:32:00;Oxygen indhold;9.3;Bottom
2010-03-29 09:32:00;Oxygen indhold;11.3;Surface
2010-03-29 09:32:00;Phosphor, total-P;63.0;Bottom
2010-03-29 09:32:00;Phosphor, total-P;82.0;Surface
2010-04-06 09:35:00;Ammoniak+ammonium-N;260.0;Bottom
2010-04-06 09:35:00;Ammoniak+ammonium-N;51.0;Surface
2010-04-06 09:35:00;Klorofyl a;31.0;Bottom
2010-04-06 09:35:00;Klorofyl a;18.0;Surface
2010-04-06 09:35:00;Nitrit+nitrat-N;430.0;Bottom
2010-04-06 09:35:00;Nitrit+nitrat-N;510.0;Surface
2010-04-06 09:35:00;Nitrogen,total N;1086.901101;Bottom
2010-04-06 09:35:00;Nitrogen,total N;904.0647962;Surface
2010-04-06 09:35:00;Ortho-phosphat-P;3.4;Bottom
2010-04-06 09:35:00;Ortho-phosphat-P;2.7;Surface
2010-04-06 09:35:00;Oxygen indhold;9.1;Bottom
2010-04-06 09:35:00;Oxygen indhold;11.9;Surface
2010-04-06 09:35:00;Phosphor, total-P;38.0;Bottom
2010-04-06 09:35:00;Phosphor, total-P;29.0;Surface
2010-04-12 09:34:00;Ammoniak+ammonium-N;140.0;Bottom
2010-04-12 09:34:00;Ammoniak+ammonium-N;130.0;Surface
2010-04-12 09:34:00;Klorofyl a;1.0;Bottom
2010-04-12 09:34:00;Klorofyl a;1.9;Surface
2010-04-12 09:34:00;Nitrit+nitrat-N;510.0;Bottom
2010-04-12 09:34:00;Nitrit+nitrat-N;520.0;Surface
2010-04-12 09:34:00;Nitrogen,total N;922.4293485;Bottom
2010-04-12 09:34:00;Nitrogen,total N;943.9788663;Surface
2010-04-12 09:34:00;Ortho-phosphat-P;4.2;Bottom
2010-04-12 09:34:00;Ortho-phosphat-P;3.3;Surface
2010-04-12 09:34:00;Oxygen indhold;10.0;Bottom
2010-04-12 09:34:00;Oxygen indhold;10.1;Surface
2010-04-12 09:34:00;Phosphor, total-P;28.0;Bottom
2010-04-12 09:34:00;Phosphor, total-P;31.0;Surface
2010-05-04 09:37:00;Ammoniak+ammonium-N;40.0;Bottom
2010-05-04 09:37:00;Ammoniak+ammonium-N;39.0;Surface
2010-05-04 09:37:00;Klorofyl a;6.1;Bottom
2010-05-04 09:37:00;Klorofyl a;5.9;Surface
2010-05-04 09:37:00;Nitrit+nitrat-N;380.0;Bottom
2010-05-04 09:37:00;Nitrit+nitrat-N;390.0;Surface
2010-05-04 09:37:00;Nitrogen,total N;772.4663419;Bottom
2010-05-04 09:37:00;Nitrogen,total N;755.1400667;Surface
2010-05-04 09:37:00;Ortho-phosphat-P;1.7;Bottom
2010-05-04 09:37:00;Ortho-phosphat-P;1.2;Surface
2010-05-04 09:37:00;Oxygen indhold;10.6;Surface
2010-05-04 09:37:00;Phosphor, total-P;25.0;Bottom
2010-05-04 09:37:00;Phosphor, total-P;24.0;Surface
2010-05-26 09:49:00;Ammoniak+ammonium-N;13.0;Bottom
2010-05-26 09:49:00;Ammoniak+ammonium-N;15.0;Surface
2010-05-26 09:49:00;Klorofyl a;3.4;Bottom
2010-05-26 09:49:00;Klorofyl a;3.4;Surface
2010-05-26 09:49:00;Nitrit+nitrat-N;250.0;Bottom
2010-05-26 09:49:00;Nitrit+nitrat-N;250.0;Surface
2010-05-26 09:49:00;Nitrogen,total N;614.0582322;Bottom
2010-05-26 09:49:00;Nitrogen,total N;600.2803342;Surface
2010-05-26 09:49:00;Ortho-phosphat-P;1.0;Bottom
2010-05-26 09:49:00;Ortho-phosphat-P;1.0;Surface
2010-05-26 09:49:00;Oxygen indhold;9.1;Surface
2010-05-26 09:49:00;Phosphor, total-P;22.0;Bottom
2010-05-26 09:49:00;Phosphor, total-P;23.0;Surface
2010-06-07 09:29:00;Ammoniak+ammonium-N;130.0;Bottom
2010-06-07 09:29:00;Ammoniak+ammonium-N;15.0;Surface
2010-06-07 09:29:00;Klorofyl a;1.3;Bottom
2010-06-07 09:29:00;Klorofyl a;12.0;Surface
2010-06-07 09:29:00;Nitrit+nitrat-N;130.0;Bottom
2010-06-07 09:29:00;Nitrit+nitrat-N;86.0;Surface
2010-06-07 09:29:00;Nitrogen,total N;671.826677;Bottom
2010-06-07 09:29:00;Nitrogen,total N;689.6061368;Surface
2010-06-07 09:29:00;Ortho-phosphat-P;7.6;Bottom
2010-06-07 09:29:00;Ortho-phosphat-P;1.0;Surface
2010-06-07 09:29:00;Oxygen indhold;6.0;Bottom
2010-06-07 09:29:00;Oxygen indhold;10.9;Surface
2010-06-07 09:29:00;Phosphor, total-P;25.0;Bottom
2010-06-07 09:29:00;Phosphor, total-P;31.0;Surface
2010-06-22 10:11:00;Ammoniak+ammonium-N;22.0;Bottom
2010-06-22 10:11:00;Ammoniak+ammonium-N;21.0;Surface
2010-06-22 10:11:00;Klorofyl a;4.2;Bottom
2010-06-22 10:11:00;Klorofyl a;3.9;Surface
2010-06-22 10:11:00;Nitrit+nitrat-N;11.0;Bottom
2010-06-22 10:11:00;Nitrit+nitrat-N;12.0;Surface
2010-06-22 10:11:00;Nitrogen,total N;526.7429766;Bottom
2010-06-22 10:11:00;Nitrogen,total N;554.9145377;Surface
2010-06-22 10:11:00;Ortho-phosphat-P;1.4;Bottom
2010-06-22 10:11:00;Ortho-phosphat-P;1.1;Surface
2010-06-22 10:11:00;Phosphor, total-P;28.0;Bottom
2010-06-22 10:11:00;Phosphor, total-P;26.0;Surface
2010-07-05 09:40:00;Ammoniak+ammonium-N;190.0;Bottom
2010-07-05 09:40:00;Ammoniak+ammonium-N;100.0;Surface
2010-07-05 09:40:00;Klorofyl a;1.7;Bottom
2010-07-05 09:40:00;Klorofyl a;5.5;Surface
2010-07-05 09:40:00;Nitrit+nitrat-N;22.0;Bottom
2010-07-05 09:40:00;Nitrit+nitrat-N;4.2;Surface
2010-07-05 09:40:00;Nitrogen,total N;529.3421736;Bottom
2010-07-05 09:40:00;Nitrogen,total N;479.4656933;Surface
2010-07-05 09:40:00;Ortho-phosphat-P;58.0;Bottom
2010-07-05 09:40:00;Ortho-phosphat-P;4.7;Surface
2010-07-05 09:40:00;Oxygen indhold;2.6;Bottom
2010-07-05 09:40:00;Oxygen indhold;11.1;Surface
2010-07-05 09:40:00;Phosphor, total-P;83.0;Bottom
2010-07-05 09:40:00;Phosphor, total-P;58.0;Surface
2010-07-20 10:12:00;Ammoniak+ammonium-N;230.0;Bottom
2010-07-20 10:12:00;Ammoniak+ammonium-N;3.0;Surface
2010-07-20 10:12:00;Klorofyl a;1.6;Bottom
2010-07-20 10:12:00;Klorofyl a;6.8;Surface
2010-07-20 10:12:00;Nitrit+nitrat-N;19.0;Bottom
2010-07-20 10:12:00;Nitrit+nitrat-N;1.5;Surface
2010-07-20 10:12:00;Nitrogen,total N;556.4086971;Bottom
2010-07-20 10:12:00;Nitrogen,total N;466.0899806;Surface
2010-07-20 10:12:00;Ortho-phosphat-P;87.0;Bottom
2010-07-20 10:12:00;Ortho-phosphat-P;31.0;Surface
2010-07-20 10:12:00;Oxygen indhold;4.3;Bottom
2010-07-20 10:12:00;Oxygen indhold;9.6;Surface
2010-07-20 10:12:00;Phosphor, total-P;110.0;Bottom
2010-07-20 10:12:00;Phosphor, total-P;84.0;Surface
2010-08-04 10:13:00;Ammoniak+ammonium-N;160.0;Bottom
2010-08-04 10:13:00;Ammoniak+ammonium-N;100.0;Surface
2010-08-04 10:13:00;Klorofyl a;4.5;Bottom
2010-08-04 10:13:00;Klorofyl a;6.8;Surface
2010-08-04 10:13:00;Nitrit+nitrat-N;36.0;Bottom
2010-08-04 10:13:00;Nitrit+nitrat-N;33.0;Surface
2010-08-04 10:13:00;Nitrogen,total N;576.141296;Bottom
2010-08-04 10:13:00;Nitrogen,total N;565.0387242;Surface
2010-08-04 10:13:00;Ortho-phosphat-P;120.0;Bottom
2010-08-04 10:13:00;Ortho-phosphat-P;110.0;Surface
2010-08-04 10:13:00;Oxygen indhold;7.2;Bottom
2010-08-04 10:13:00;Oxygen indhold;8.0;Surface
2010-08-04 10:13:00;Phosphor, total-P;160.0;Bottom
2010-08-04 10:13:00;Phosphor, total-P;160.0;Surface
2010-08-16 10:25:00;Ammoniak+ammonium-N;38.0;Bottom
2010-08-16 10:25:00;Ammoniak+ammonium-N;6.6;Surface
2010-08-16 10:25:00;Klorofyl a;7.6;Bottom
2010-08-16 10:25:00;Klorofyl a;7.9;Surface
2010-08-16 10:25:00;Nitrit+nitrat-N;3.3;Bottom
2010-08-16 10:25:00;Nitrit+nitrat-N;2.3;Surface
2010-08-16 10:25:00;Nitrogen,total N;571.1433558;Bottom
2010-08-16 10:25:00;Nitrogen,total N;622.9103972;Surface
2010-08-16 10:25:00;Ortho-phosphat-P;88.0;Bottom
2010-08-16 10:25:00;Ortho-phosphat-P;92.0;Surface
2010-08-16 10:25:00;Oxygen indhold;7.1;Bottom
2010-08-16 10:25:00;Oxygen indhold;7.5;Surface
2010-08-16 10:25:00;Phosphor, total-P;140.0;Bottom
2010-08-16 10:25:00;Phosphor, total-P;150.0;Surface
2010-09-06 09:52:00;Ammoniak+ammonium-N;69.0;Bottom
2010-09-06 09:52:00;Ammoniak+ammonium-N;26.0;Surface
2010-09-06 09:52:00;Klorofyl a;7.5;Bottom
2010-09-06 09:52:00;Klorofyl a;9.7;Surface
2010-09-06 09:52:00;Nitrit+nitrat-N;20.0;Bottom
2010-09-06 09:52:00;Nitrit+nitrat-N;3.4;Surface
2010-09-06 09:52:00;Nitrogen,total N;544.1638146;Bottom
2010-09-06 09:52:00;Nitrogen,total N;528.5547671;Surface
2010-09-06 09:52:00;Ortho-phosphat-P;100.0;Bottom
2010-09-06 09:52:00;Ortho-phosphat-P;3.5;Surface
2010-09-06 09:52:00;Oxygen indhold;4.9;Bottom
2010-09-06 09:52:00;Oxygen indhold;14.8;Surface
2010-09-06 09:52:00;Phosphor, total-P;150.0;Bottom
2010-09-06 09:52:00;Phosphor, total-P;86.0;Surface
2010-09-28 09:53:00;Ammoniak+ammonium-N;92.0;Bottom
2010-09-28 09:53:00;Ammoniak+ammonium-N;160.0;Surface
2010-09-28 09:53:00;Klorofyl a;1.9;Bottom
2010-09-28 09:53:00;Klorofyl a;1.1;Surface
2010-09-28 09:53:00;Nitrit+nitrat-N;83.0;Bottom
2010-09-28 09:53:00;Nitrit+nitrat-N;85.0;Surface
2010-09-28 09:53:00;Nitrogen,total N;544.6444498;Bottom
2010-09-28 09:53:00;Nitrogen,total N;512.9955127;Surface
2010-09-28 09:53:00;Ortho-phosphat-P;67.0;Bottom
2010-09-28 09:53:00;Ortho-phosphat-P;77.0;Surface
2010-09-28 09:53:00;Oxygen indhold;9.3;Surface
2010-09-28 09:53:00;Phosphor, total-P;95.0;Bottom
2010-09-28 09:53:00;Phosphor, total-P;96.0;Surface
2010-10-18 09:22:00;Ammoniak+ammonium-N;120.0;Bottom
2010-10-18 09:22:00;Ammoniak+ammonium-N;68.0;Surface
2010-10-18 09:22:00;Klorofyl a;0.6;Bottom
2010-10-18 09:22:00;Klorofyl a;3.1;Surface
2010-10-18 09:22:00;Nitrit+nitrat-N;21.0;Bottom
2010-10-18 09:22:00;Nitrit+nitrat-N;25.0;Surface
2010-10-18 09:22:00;Nitrogen,total N;459.8419743;Bottom
2010-10-18 09:22:00;Nitrogen,total N;450.3996224;Surface
2010-10-18 09:22:00;Ortho-phosphat-P;46.0;Bottom
2010-10-18 09:22:00;Ortho-phosphat-P;33.0;Surface
2010-10-18 09:22:00;Oxygen indhold;6.5;Bottom
2010-10-18 09:22:00;Oxygen indhold;10.1;Surface
2010-10-18 09:22:00;Phosphor, total-P;76.0;Bottom
2010-10-18 09:22:00;Phosphor, total-P;65.0;Surface
2010-11-25 13:18:00;Ammoniak+ammonium-N;120.0;Bottom
2010-11-25 13:18:00;Ammoniak+ammonium-N;110.0;Surface
2010-11-25 13:18:00;Klorofyl a;4.1;Bottom
2010-11-25 13:18:00;Klorofyl a;3.9;Surface
2010-11-25 13:18:00;Nitrit+nitrat-N;320.0;Bottom
2010-11-25 13:18:00;Nitrit+nitrat-N;320.0;Surface
2010-11-25 13:18:00;Nitrogen,total N;858.0978995;Bottom
2010-11-25 13:18:00;Nitrogen,total N;873.0686355;Surface
2010-11-25 13:18:00;Ortho-phosphat-P;28.0;Bottom
2010-11-25 13:18:00;Ortho-phosphat-P;27.0;Surface
2010-11-25 13:18:00;Oxygen indhold;11.0;Surface
2010-11-25 13:18:00;Phosphor, total-P;56.0;Bottom
2010-11-25 13:18:00;Phosphor, total-P;55.0;Surface
2011-01-11 12:06:00;Ammoniak+ammonium-N;140.0;Bottom
2011-01-11 12:06:00;Ammoniak+ammonium-N;190.0;Surface
2011-01-11 12:06:00;Klorofyl a;1.2;Bottom
2011-01-11 12:06:00;Klorofyl a;3.7;Surface
2011-01-11 12:06:00;Nitrit+nitrat-N;340.0;Bottom
2011-01-11 12:06:00;Nitrit+nitrat-N;1300.0;Surface
2011-01-11 12:06:00;Nitrogen,total N;735.0895669;Bottom
2011-01-11 12:06:00;Nitrogen,total N;1737.035818;Surface
2011-01-11 12:06:00;Ortho-phosphat-P;31.0;Bottom
2011-01-11 12:06:00;Ortho-phosphat-P;10.0;Surface
2011-01-11 12:06:00;Oxygen indhold;11.6;Bottom
2011-01-11 12:06:00;Oxygen indhold;11.6;Surface
2011-01-11 12:06:00;Phosphor, total-P;48.0;Bottom
2011-01-11 12:06:00;Phosphor, total-P;58.0;Surface
2011-01-31 11:43:00;Ammoniak+ammonium-N;160.0;Bottom
2011-01-31 11:43:00;Ammoniak+ammonium-N;370.0;Surface
2011-01-31 11:43:00;Klorofyl a;1.5;Bottom
2011-01-31 11:43:00;Klorofyl a;5.3;Surface
2011-01-31 11:43:00;Nitrit+nitrat-N;340.0;Bottom
2011-01-31 11:43:00;Nitrit+nitrat-N;280.0;Surface
2011-01-31 11:43:00;Nitrogen,total N;701.9787868;Bottom
2011-01-31 11:43:00;Nitrogen,total N;973.6436373;Surface
2011-01-31 11:43:00;Ortho-phosphat-P;39.0;Bottom
2011-01-31 11:43:00;Ortho-phosphat-P;36.0;Surface
2011-01-31 11:43:00;Oxygen indhold;7.5;Bottom
2011-01-31 11:43:00;Oxygen indhold;8.6;Surface
2011-01-31 11:43:00;Phosphor, total-P;53.0;Bottom
2011-01-31 11:43:00;Phosphor, total-P;69.0;Surface
2011-03-08 12:09:00;Ammoniak+ammonium-N;77.0;Bottom
2011-03-08 12:09:00;Ammoniak+ammonium-N;69.0;Surface
2011-03-08 12:09:00;Klorofyl a;3.0;Bottom
2011-03-08 12:09:00;Klorofyl a;3.7;Surface
2011-03-08 12:09:00;Nitrit+nitrat-N;380.0;Bottom
2011-03-08 12:09:00;Nitrit+nitrat-N;640.0;Surface
2011-03-08 12:09:00;Nitrogen,total N;713.6336518;Bottom
2011-03-08 12:09:00;Nitrogen,total N;1063.478989;Surface
2011-03-08 12:09:00;Ortho-phosphat-P;4.4;Bottom
2011-03-08 12:09:00;Ortho-phosphat-P;1.2;Surface
2011-03-08 12:09:00;Oxygen indhold;10.4;Bottom
2011-03-08 12:09:00;Oxygen indhold;14.2;Surface
2011-03-08 12:09:00;Phosphor, total-P;27.0;Bottom
2011-03-08 12:09:00;Phosphor, total-P;34.0;Surface
2011-03-16 11:58:00;Ammoniak+ammonium-N;9.4;Bottom
2011-03-16 11:58:00;Ammoniak+ammonium-N;10.0;Surface
2011-03-16 11:58:00;Klorofyl a;9.7;Bottom
2011-03-16 11:58:00;Klorofyl a;9.6;Surface
2011-03-16 11:58:00;Nitrit+nitrat-N;520.0;Bottom
2011-03-16 11:58:00;Nitrit+nitrat-N;600.0;Surface
2011-03-16 11:58:00;Nitrogen,total N;901.692537;Bottom
2011-03-16 11:58:00;Nitrogen,total N;955.7141125;Surface
2011-03-16 11:58:00;Ortho-phosphat-P;1.7;Bottom
2011-03-16 11:58:00;Ortho-phosphat-P;2.3;Surface
2011-03-16 11:58:00;Oxygen indhold;14.6;Bottom
2011-03-16 11:58:00;Oxygen indhold;14.6;Surface
2011-03-16 11:58:00;Phosphor, total-P;38.0;Bottom
2011-03-16 11:58:00;Phosphor, total-P;30.0;Surface
2011-03-23 11:48:00;Ammoniak+ammonium-N;30.0;Bottom
2011-03-23 11:48:00;Ammoniak+ammonium-N;26.0;Surface
2011-03-23 11:48:00;Klorofyl a;3.9;Bottom
2011-03-23 11:48:00;Klorofyl a;5.2;Surface
2011-03-23 11:48:00;Nitrit+nitrat-N;280.0;Bottom
2011-03-23 11:48:00;Nitrit+nitrat-N;350.0;Surface
2011-03-23 11:48:00;Nitrogen,total N;578.7298554;Bottom
2011-03-23 11:48:00;Nitrogen,total N;703.3644084;Surface
2011-03-23 11:48:00;Ortho-phosphat-P;1.6;Bottom
2011-03-23 11:48:00;Ortho-phosphat-P;1.6;Surface
2011-03-23 11:48:00;Oxygen indhold;10.9;Bottom
2011-03-23 11:48:00;Oxygen indhold;11.5;Surface
2011-03-23 11:48:00;Phosphor, total-P;15.0;Bottom
2011-03-23 11:48:00;Phosphor, total-P;16.0;Surface
2011-04-07 12:50:00;Ammoniak+ammonium-N;48.0;Bottom
2011-04-07 12:50:00;Ammoniak+ammonium-N;51.0;Surface
2011-04-07 12:50:00;Klorofyl a;2.7;Bottom
2011-04-07 12:50:00;Klorofyl a;2.8;Surface
2011-04-07 12:50:00;Nitrit+nitrat-N;320.0;Bottom
2011-04-07 12:50:00;Nitrit+nitrat-N;360.0;Surface
2011-04-07 12:50:00;Nitrogen,total N;669.9268574;Bottom
2011-04-07 12:50:00;Nitrogen,total N;647.2513098;Surface
2011-04-07 12:50:00;Ortho-phosphat-P;1.5;Bottom
2011-04-07 12:50:00;Ortho-phosphat-P;2.1;Surface
2011-04-07 12:50:00;Oxygen indhold;10.8;Surface
2011-04-07 12:50:00;Phosphor, total-P;23.0;Bottom
2011-04-07 12:50:00;Phosphor, total-P;24.0;Surface
2011-04-18 09:39:00;Ammoniak+ammonium-N;42.0;Bottom
2011-04-18 09:39:00;Ammoniak+ammonium-N;40.0;Surface
2011-04-18 09:39:00;Klorofyl a;8.9;Bottom
2011-04-18 09:39:00;Klorofyl a;8.3;Surface
2011-04-18 09:39:00;Nitrit+nitrat-N;300.0;Bottom
2011-04-18 09:39:00;Nitrit+nitrat-N;300.0;Surface
2011-04-18 09:39:00;Nitrogen,total N;724.4473367;Bottom
2011-04-18 09:39:00;Nitrogen,total N;723.7000342;Surface
2011-04-18 09:39:00;Ortho-phosphat-P;4.4;Bottom
2011-04-18 09:39:00;Ortho-phosphat-P;4.2;Surface
2011-04-18 09:39:00;Oxygen indhold;11.9;Bottom
2011-04-18 09:39:00;Oxygen indhold;11.9;Surface
2011-04-18 09:39:00;Phosphor, total-P;45.0;Bottom
2011-04-18 09:39:00;Phosphor, total-P;41.0;Surface
2011-05-02 09:17:00;Ammoniak+ammonium-N;45.0;Bottom
2011-05-02 09:17:00;Ammoniak+ammonium-N;28.0;Surface
2011-05-02 09:17:00;Klorofyl a;2.4;Bottom
2011-05-02 09:17:00;Klorofyl a;2.6;Surface
2011-05-02 09:17:00;Nitrit+nitrat-N;150.0;Bottom
2011-05-02 09:17:00;Nitrit+nitrat-N;150.0;Surface
2011-05-02 09:17:00;Nitrogen,total N;795.3569654;Bottom
2011-05-02 09:17:00;Nitrogen,total N;764.0208847;Surface
2011-05-02 09:17:00;Ortho-phosphat-P;2.2;Bottom
2011-05-02 09:17:00;Ortho-phosphat-P;1.7;Surface
2011-05-02 09:17:00;Oxygen indhold;11.0;Surface
2011-05-02 09:17:00;Phosphor, total-P;31.0;Bottom
2011-05-02 09:17:00;Phosphor, total-P;35.0;Surface
2011-05-24 10:10:00;Ammoniak+ammonium-N;22.0;Bottom
2011-05-24 10:10:00;Ammoniak+ammonium-N;15.0;Surface
2011-05-24 10:10:00;Klorofyl a;2.1;Bottom
2011-05-24 10:10:00;Klorofyl a;5.1;Surface
2011-05-24 10:10:00;Nitrit+nitrat-N;8.3;Bottom
2011-05-24 10:10:00;Nitrit+nitrat-N;7.0;Surface
2011-05-24 10:10:00;Nitrogen,total N;440.188995;Bottom
2011-05-24 10:10:00;Nitrogen,total N;516.2256619;Surface
2011-05-24 10:10:00;Ortho-phosphat-P;4.8;Bottom
2011-05-24 10:10:00;Ortho-phosphat-P;4.1;Surface
2011-05-24 10:10:00;Oxygen indhold;8.6;Bottom
2011-05-24 10:10:00;Oxygen indhold;8.6;Surface
2011-05-24 10:10:00;Phosphor, total-P;26.0;Bottom
2011-05-24 10:10:00;Phosphor, total-P;33.0;Surface
2011-06-08 11:19:00;Ammoniak+ammonium-N;51.0;Bottom
2011-06-08 11:19:00;Ammoniak+ammonium-N;10.0;Surface
2011-06-08 11:19:00;Klorofyl a;6.3;Bottom
2011-06-08 11:19:00;Klorofyl a;13.0;Surface
2011-06-08 11:19:00;Nitrit+nitrat-N;8.1;Bottom
2011-06-08 11:19:00;Nitrit+nitrat-N;5.8;Surface
2011-06-08 11:19:00;Nitrogen,total N;569.4398931;Bottom
2011-06-08 11:19:00;Nitrogen,total N;519.0950493;Surface
2011-06-08 11:19:00;Ortho-phosphat-P;12.0;Bottom
2011-06-08 11:19:00;Ortho-phosphat-P;1.9;Surface
2011-06-08 11:19:00;Oxygen indhold;3.1;Bottom
2011-06-08 11:19:00;Oxygen indhold;9.6;Surface
2011-06-08 11:19:00;Phosphor, total-P;47.0;Bottom
2011-06-08 11:19:00;Phosphor, total-P;37.0;Surface
2011-06-20 09:58:00;Ammoniak+ammonium-N;250.0;Bottom
2011-06-20 09:58:00;Ammoniak+ammonium-N;6.0;Surface
2011-06-20 09:58:00;Klorofyl a;2.1;Bottom
2011-06-20 09:58:00;Klorofyl a;13.0;Surface
2011-06-20 09:58:00;Nitrit+nitrat-N;6.7;Bottom
2011-06-20 09:58:00;Nitrit+nitrat-N;1.5;Surface
2011-06-20 09:58:00;Nitrogen,total N;654.6687227;Bottom
2011-06-20 09:58:00;Nitrogen,total N;556.126844;Surface
2011-06-20 09:58:00;Ortho-phosphat-P;77.0;Bottom
2011-06-20 09:58:00;Ortho-phosphat-P;3.1;Surface
2011-06-20 09:58:00;Oxygen indhold;1.6;Bottom
2011-06-20 09:58:00;Oxygen indhold;8.9;Surface
2011-06-20 09:58:00;Phosphor, total-P;120.0;Bottom
2011-06-20 09:58:00;Phosphor, total-P;62.0;Surface
2011-07-05 09:45:00;Ammoniak+ammonium-N;14.0;Bottom
2011-07-05 09:45:00;Ammoniak+ammonium-N;40.0;Surface
2011-07-05 09:45:00;Klorofyl a;7.7;Bottom
2011-07-05 09:45:00;Klorofyl a;6.8;Surface
2011-07-05 09:45:00;Nitrit+nitrat-N;8.8;Bottom
2011-07-05 09:45:00;Nitrit+nitrat-N;1.5;Surface
2011-07-05 09:45:00;Nitrogen,total N;462.0586032;Bottom
